# Backtest Report Metadata
# Generated: 2026-03-25 00:09:59.114800
# Backtest Date: 2026-03-25 00:09:59.114740
# Data Range: ('2024-12-19', '2025-03-19')
# Signal Count: 100
# ML Model Version: N/A

# Trade Results

entry_time,exit_time,entry_price,exit_price,direction,pnl,return_pct,timestamp
2025-01-13 08:25:00,2025-01-13 08:55:00,20830.0,20786.895068037982,bearish,43.10493196201787,0.20693678330301427,2026-03-25 00:09:59.114906
2025-01-13 14:27:00,2025-01-13 14:57:00,20769.25,20782.1589382083,bullish,12.908938208300242,0.062154089378770254,2026-03-25 00:09:59.114906
2025-01-13 15:28:00,2025-01-13 15:58:00,20730.75,20674.14791737903,bearish,56.60208262097149,0.27303441805516676,2026-03-25 00:09:59.114906
2025-01-13 20:38:00,2025-01-13 21:08:00,20892.25,20828.916597431788,bearish,63.33340256821248,0.30314304379955476,2026-03-25 00:09:59.114906
2025-01-14 13:34:00,2025-01-14 14:04:00,21120.75,21140.962620602044,bullish,20.2126206020439,0.09570029758433721,2026-03-25 00:09:59.114906
2025-01-14 14:39:00,2025-01-14 15:09:00,21113.25,21136.55841119105,bullish,23.308411191050254,0.110397078569383,2026-03-25 00:09:59.114906
2025-01-14 16:03:00,2025-01-14 16:33:00,20901.25,20965.491190729586,bullish,64.24119072958638,0.30735573580329584,2026-03-25 00:09:59.114906
2025-01-14 17:21:00,2025-01-14 17:51:00,20836.25,20798.920640508084,bearish,37.329359491915966,0.1791558437430726,2026-03-25 00:09:59.114906
2025-01-14 20:27:00,2025-01-14 20:57:00,20826.5,20850.031584578523,bullish,23.531584578522597,0.11298866625944157,2026-03-25 00:09:59.114906
2025-01-15 13:49:00,2025-01-15 14:19:00,21302.0,21350.40995411679,bullish,48.40995411678887,0.22725544135193346,2026-03-25 00:09:59.114906
2025-01-15 14:46:00,2025-01-15 15:16:00,21299.75,21328.749090167665,bullish,28.99909016766469,0.1361475612045432,2026-03-25 00:09:59.114906
2025-01-20 15:59:00,2025-01-20 16:29:00,21702.0,21748.898936335772,bullish,46.898936335772305,0.21610421314059675,2026-03-25 00:09:59.114906
2025-01-22 23:54:00,2025-01-23 00:24:00,21964.0,21929.147671318467,bearish,34.852328681532526,0.158679332915373,2026-03-25 00:09:59.114906
2025-01-24 08:15:00,2025-01-24 08:45:00,22005.0,21968.196875595873,bearish,36.80312440412672,0.16724891799194147,2026-03-25 00:09:59.114906
2025-01-24 10:44:00,2025-01-24 11:14:00,22006.25,21937.801817571486,bearish,68.44818242851397,0.3110397383857494,2026-03-25 00:09:59.114906
2025-01-24 12:27:00,2025-01-24 12:57:00,22028.75,22018.428986952695,bullish,-10.321013047305314,-0.04685246801250781,2026-03-25 00:09:59.114906
2025-01-27 01:53:00,2025-01-27 02:23:00,21523.5,21578.487177863088,bullish,54.98717786308771,0.2554750754435278,2026-03-25 00:09:59.114906
2025-01-27 11:45:00,2025-01-27 12:15:00,21021.0,21082.916320809938,bullish,61.91632080993804,0.29454507782664024,2026-03-25 00:09:59.114906
2025-01-27 15:41:00,2025-01-27 16:11:00,21402.5,21431.992770393448,bullish,29.492770393448154,0.13780058588224814,2026-03-25 00:09:59.114906
2025-01-27 17:04:00,2025-01-27 17:34:00,21247.5,21309.920169366833,bullish,62.42016936683285,0.29377653543632354,2026-03-25 00:09:59.114906
2025-01-27 17:16:00,2025-01-27 17:46:00,21212.5,21234.581704103388,bullish,22.081704103387892,0.1040976033159123,2026-03-25 00:09:59.114906
2025-01-28 19:17:00,2025-01-28 19:47:00,21545.75,21516.878340478983,bearish,28.871659521017136,0.13400164543363371,2026-03-25 00:09:59.114906
2025-01-29 12:21:00,2025-01-29 12:51:00,21666.5,21639.962156749963,bearish,26.53784325003653,0.12248329564090431,2026-03-25 00:09:59.114906
2025-01-29 14:54:00,2025-01-29 15:24:00,21520.0,21583.511807360726,bullish,63.51180736072638,0.2951292163602527,2026-03-25 00:09:59.114906
2025-01-30 17:15:00,2025-01-30 17:45:00,21559.25,21553.751263413793,bearish,5.498736586207087,0.025505231333219327,2026-03-25 00:09:59.114906
2025-01-30 17:17:00,2025-01-30 17:47:00,21546.25,21624.681522168758,bullish,78.43152216875751,0.3640147226025759,2026-03-25 00:09:59.114906
2025-01-30 21:01:00,2025-01-30 21:31:00,21640.0,21676.681129429297,bullish,36.68112942929656,0.16950614338861628,2026-03-25 00:09:59.114906
2025-01-31 15:22:00,2025-01-31 15:52:00,21889.75,21832.510226673534,bearish,57.23977332646609,0.2614912154157361,2026-03-25 00:09:59.114906
2025-01-31 16:37:00,2025-01-31 17:07:00,21910.25,21965.654622734062,bullish,55.404622734062286,0.25287079213638497,2026-03-25 00:09:59.114906
2025-01-31 20:48:00,2025-01-31 21:18:00,21609.25,21562.7634944807,bearish,46.48650551930041,0.21512317882064586,2026-03-25 00:09:59.114906
2025-02-02 23:19:00,2025-02-02 23:49:00,21041.5,21070.94366423742,bullish,29.443664237420307,0.13993139385224584,2026-03-25 00:09:59.114906
2025-02-03 07:36:00,2025-02-03 08:06:00,21107.75,21176.189189465138,bullish,68.43918946513804,0.32423725629277417,2026-03-25 00:09:59.114906
2025-02-03 14:02:00,2025-02-03 14:32:00,21215.75,21184.241455740725,bearish,31.508544259275368,0.1485148734278796,2026-03-25 00:09:59.114906
2025-02-03 14:16:00,2025-02-03 14:46:00,21220.0,21246.922903483162,bullish,26.922903483162372,0.1268751342279094,2026-03-25 00:09:59.114906
2025-02-03 14:36:00,2025-02-03 15:06:00,21253.75,21314.91213493844,bullish,61.16213493844043,0.28777102835236334,2026-03-25 00:09:59.114906
2025-02-03 14:59:00,2025-02-03 15:29:00,21202.0,21247.494183433424,bullish,45.49418343342404,0.21457496195370268,2026-03-25 00:09:59.114906
2025-02-04 14:31:00,2025-02-04 15:01:00,21422.25,21350.317906762466,bearish,71.93209323753399,0.33578215751162455,2026-03-25 00:09:59.114906
2025-02-04 16:04:00,2025-02-04 16:34:00,21660.25,21702.213115132305,bullish,41.963115132304665,0.1937332908544669,2026-03-25 00:09:59.114906
2025-02-04 16:58:00,2025-02-04 17:28:00,21658.5,21687.72001574047,bullish,29.220015740469535,0.134912462730427,2026-03-25 00:09:59.114906
2025-02-04 19:28:00,2025-02-04 19:58:00,21668.0,21717.28914157348,bullish,49.289141573481174,0.2274743473023868,2026-03-25 00:09:59.114906
2025-02-05 14:33:00,2025-02-05 15:03:00,21524.0,21490.586511667625,bearish,33.41348833237498,0.15523828439126083,2026-03-25 00:09:59.114906
2025-02-06 12:33:00,2025-02-06 13:03:00,21745.25,21715.28336048897,bearish,29.966639511028916,0.13780774886942626,2026-03-25 00:09:59.114906
2025-02-06 14:41:00,2025-02-06 15:11:00,21766.0,21704.361121576887,bearish,61.638878423113056,0.2831888193655842,2026-03-25 00:09:59.114906
2025-02-06 15:50:00,2025-02-06 16:20:00,21763.25,21679.862909182128,bearish,83.38709081787238,0.38315550672749876,2026-03-25 00:09:59.114906
2025-02-07 15:11:00,2025-02-07 15:41:00,21752.5,21714.356160128707,bearish,38.143839871292585,0.17535382080814887,2026-03-25 00:09:59.114906
2025-02-07 15:54:00,2025-02-07 16:24:00,21654.5,21676.701466981573,bullish,22.201466981572594,0.10252588137141284,2026-03-25 00:09:59.114906
2025-02-10 16:52:00,2025-02-10 17:22:00,21855.5,21815.142865255235,bearish,40.35713474476506,0.18465436501002064,2026-03-25 00:09:59.114906
2025-02-11 16:06:00,2025-02-11 16:36:00,21842.0,21787.071711536613,bearish,54.92828846338671,0.2514801229895921,2026-03-25 00:09:59.114906
2025-02-11 21:01:00,2025-02-11 21:31:00,21791.0,21840.192736405053,bullish,49.19273640505344,0.22574795284775107,2026-03-25 00:09:59.114906
2025-02-12 17:48:00,2025-02-12 18:18:00,21786.0,21716.41046830424,bearish,69.58953169576125,0.3194231694471737,2026-03-25 00:09:59.114906
2025-02-13 08:12:00,2025-02-13 08:42:00,21814.25,21872.386936004605,bullish,58.13693600460465,0.2665089838275652,2026-03-25 00:09:59.114906
2025-02-13 13:36:00,2025-02-13 14:06:00,21878.5,21858.883944048044,bearish,19.616055951955786,0.08965905318900193,2026-03-25 00:09:59.114906
2025-02-13 15:41:00,2025-02-13 16:11:00,22040.25,22073.45764022229,bullish,33.20764022228832,0.15066816493591642,2026-03-25 00:09:59.114906
2025-02-13 23:26:00,2025-02-13 23:56:00,22086.75,22100.42536200064,bullish,13.675362000638415,0.06191658800248301,2026-03-25 00:09:59.114906
2025-02-17 04:05:00,2025-02-17 04:35:00,22267.0,22196.977425010853,bearish,70.02257498914696,0.31446793456301686,2026-03-25 00:09:59.114906
2025-02-18 16:00:00,2025-02-18 16:30:00,22184.25,22184.070025064597,bearish,0.1799749354031519,0.0008112734728609346,2026-03-25 00:09:59.114906
2025-02-18 21:05:00,2025-02-18 21:35:00,22228.25,22244.180268121847,bullish,15.930268121846893,0.07166676693777915,2026-03-25 00:09:59.114906
2025-02-19 14:44:00,2025-02-19 15:14:00,22182.25,22215.261569748458,bullish,33.01156974845799,0.14881975339948827,2026-03-25 00:09:59.114906
2025-02-19 16:55:00,2025-02-19 17:25:00,22234.75,22291.758062478686,bullish,57.00806247868604,0.25639174031048717,2026-03-25 00:09:59.114906
2025-02-20 14:04:00,2025-02-20 14:34:00,22213.5,22246.33925189465,bullish,32.83925189464935,0.14783465862943412,2026-03-25 00:09:59.114906
2025-02-21 08:38:00,2025-02-21 09:08:00,22148.75,22184.958125022993,bullish,36.208125022993045,0.16347705862855938,2026-03-25 00:09:59.114906
2025-02-24 00:24:00,2025-02-24 00:54:00,21773.0,21809.022821615235,bullish,36.02282161523544,0.1654472126727389,2026-03-25 00:09:59.114906
2025-02-24 19:20:00,2025-02-24 19:50:00,21583.25,21630.145710534016,bullish,46.89571053401596,0.2172782622358355,2026-03-25 00:09:59.114906
2025-02-25 14:40:00,2025-02-25 15:10:00,21377.5,21360.836485345237,bearish,16.663514654763276,0.07794884647298925,2026-03-25 00:09:59.114906
2025-02-26 13:26:00,2025-02-26 13:56:00,21325.0,21347.451449450375,bullish,22.45144945037464,0.10528229519519174,2026-03-25 00:09:59.114906
2025-02-26 14:42:00,2025-02-26 15:12:00,21247.5,21169.289573709833,bearish,78.21042629016665,0.3680923698795936,2026-03-25 00:09:59.114906
2025-02-26 16:46:00,2025-02-26 17:16:00,21378.5,21327.140310900573,bearish,51.35968909942676,0.24023990971970324,2026-03-25 00:09:59.114906
2025-02-26 17:01:00,2025-02-26 17:31:00,21351.5,21410.446840542318,bullish,58.94684054231766,0.2760782171852922,2026-03-25 00:09:59.114906
2025-02-26 17:42:00,2025-02-26 18:12:00,21315.5,21359.367907162235,bullish,43.8679071622355,0.20580285314553023,2026-03-25 00:09:59.114906
2025-02-26 18:06:00,2025-02-26 18:36:00,21223.25,21183.780702778517,bearish,39.46929722148343,0.18597197517573147,2026-03-25 00:09:59.114906
2025-02-26 18:53:00,2025-02-26 19:23:00,21132.75,21184.675934001094,bullish,51.92593400109399,0.2457130946095231,2026-03-25 00:09:59.114906
2025-02-26 19:50:00,2025-02-26 20:20:00,21141.5,21199.165844693438,bullish,57.665844693437975,0.2727613683676086,2026-03-25 00:09:59.114906
2025-02-26 23:56:00,2025-02-27 00:26:00,21224.75,21164.342755323585,bearish,60.40724467641485,0.2846075674691803,2026-03-25 00:09:59.114906
2025-02-27 15:08:00,2025-02-27 15:38:00,20977.5,20938.19990316611,bearish,39.300096833889256,0.18734404401806343,2026-03-25 00:09:59.114906
2025-02-27 16:15:00,2025-02-27 16:45:00,21120.0,21057.5824471314,bearish,62.41755286859916,0.2955376556278369,2026-03-25 00:09:59.114906
2025-02-27 20:40:00,2025-02-27 21:10:00,20686.5,20676.855606397876,bullish,-9.644393602124183,-0.0466216788829632,2026-03-25 00:09:59.114906
2025-02-28 03:11:00,2025-02-28 03:41:00,20567.75,20627.237836144275,bullish,59.48783614427521,0.2892287009725187,2026-03-25 00:09:59.114906
2025-02-28 15:53:00,2025-02-28 16:23:00,20741.0,20708.372456448822,bearish,32.62754355117795,0.15730940432562535,2026-03-25 00:09:59.114906
2025-02-28 18:19:00,2025-02-28 18:49:00,20496.75,20549.086041656235,bullish,52.336041656235466,0.25533824463017535,2026-03-25 00:09:59.114906
2025-03-03 04:38:00,2025-03-03 05:08:00,20982.5,20954.159519004414,bearish,28.340480995586404,0.13506722743041297,2026-03-25 00:09:59.114906
2025-03-03 17:10:00,2025-03-03 17:40:00,20944.25,20958.35187808842,bullish,14.101878088418744,0.06733054699222338,2026-03-25 00:09:59.114906


# Performance Metrics

metric,value
sharpe_ratio,26.265143208199888
sortino_ratio,817.1214924294902
win_rate,98.0
profit_factor,209.70135285187828

